,background,skin,facial hair,eyes,outfit,hats,accessories
917,Sahara Desert,Zombie,Brown Beard,Eye Patch,Buddhist Robe,Hippie,None
918,City Rooftop,Human,Dirty Beard,Round Glasses,Philosopher's Robe,Tarboush,None
919,Blue Buzz,Human,Chop Stache,Normal_Eyes,Philosopher's Robe,Mushy Hair,None
920,City Rooftop,Human,Chop Stache,Round Glasses,Philosopher's Robe,Sheikh Hat,Regular Earring
921,Starry Nights,Human,Brown Beard,Normal_Eyes,Jacket,Mushy Hair,None
922,City Rooftop,Zombie,Black Beard,Normal_Eyes,Assasin's Fit,Turban,None
923,Purple City,Alien,Black Beard,Normal_Eyes,Pizza Shirt,Asssasin Cut,None
924,Blue Sky,Human,Black Beard,Normal_Eyes,Jacket,Tarboush,Regular Earring
925,City Rooftop,Human,Chop Stache,Gangsta Shades,Buddhist Robe,Curvy Hair,Regular Earring
926,Beach,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Tarboush,Face Paint
927,Blue Sky,Human,Dirty Beard,Normal_Eyes,Buddhist Robe,Mushy Hair,None
928,City Rooftop,Alien,Dirty Beard,Normal_Eyes,Celestial Fit,Curvy Hair,None
929,Sahara Desert,Human,Brown Beard,Normal_Eyes,Hoodie,Tarboush,None
930,Blue Sky,Alien,Black Beard,Gangsta Shades,Hoodie,Tarboush,Face Paint
931,Starry Nights,Human,Dirty Beard,Normal_Eyes,Buddhist Robe,Mushy Hair,None
932,Blue Buzz,Human,Wizard Beard,3D Glasses,Assasin's Fit,Viking Hat,None
933,Purple City,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Sheikh Hat,Face Paint
934,Blue Sky,Zombie,Chop Stache,Round Glasses,Assasin's Fit,Tarboush,None
935,Purple City,Human,Black Beard,Gangsta Shades,Philosopher's Robe,Hippie,None
936,City Rooftop,Zombie,Chop Stache,Normal_Eyes,Hoodie,Pharaoh Hat,Regular Earring
937,City Rooftop,Human,Chop Stache,Laser Eyes,Pizza Shirt,Mushy Hair,None
938,Sahara Desert,Human,Brown Beard,3D Glasses,Hoodie,Tarboush,Face Paint
939,Greek Symposium,Human,Shaolin Stache,Zap Shades,Hoodie,Viking Hat,Face Paint
940,Blue Sky,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Sombrero,Regular Earring
941,Toxic Air,Human,Black Beard,Gangsta Shades,Buddhist Robe,Curvy Hair,Face Paint
942,City Rooftop,Human,Dirty Beard,Zombie Eyes,Philosopher's Robe,Tarboush,Gold Earring
943,Toxic Air,Human,Black Beard,Zombie Eyes,Buddhist Robe,Viking Hat,Gold Earring
944,Desert Night,Human,Dirty Beard,Normal_Eyes,Philosopher's Robe,Turban,None
945,Toxic Air,Human,Black Beard,Normal_Eyes,Buddhist Robe,Mushy Hair,None
946,Blue Buzz,Human,Shaolin Stache,Normal_Eyes,Jacket,Asssasin Cut,None
947,Desert Night,Human,Dirty Beard,Round Glasses,Hoodie,Mushy Hair,Regular Earring
948,Blue Buzz,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Sombrero,None
949,Starry Nights,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Celestial Crown,None
950,Blue Sky,Human,Black Beard,Gangsta Shades,Hoodie,Asssasin Cut,None
951,Toxic Air,Human,Dirty Beard,Gangsta Shades,Hoodie,Curvy Hair,Regular Earring
952,City Rooftop,Human,Chop Stache,Zap Shades,Jacket,Sheikh Hat,None
953,Mountains,Human,Chop Stache,Normal_Eyes,Celestial Fit,Sombrero,None
954,City Rooftop,Zombie,Shaolin Stache,Gangsta Shades,Jacket,Curvy Hair,Face Paint
955,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Buddhist Robe,Tarboush,None
956,Blue Sky,Human,Chop Stache,Gangsta Shades,Jacket,Tarboush,Regular Earring
957,City Rooftop,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Asssasin Cut,None
958,Purple City,Human,Chop Stache,Eye Patch,Celestial Fit,Turban,None
959,Beach,Zombie,Chop Stache,Eye Patch,Celestial Fit,Sombrero,None
960,City Rooftop,Alien,Black Beard,Gangsta Shades,Pizza Shirt,Hippie,Face Paint
961,City Rooftop,Zombie,Brown Beard,Round Glasses,Jacket,Hippie,None
962,Beach,Alien,Dirty Beard,Round Glasses,Pizza Shirt,Hippie,None
963,Blue Sky,Human,Black Beard,Round Glasses,Jacket,Curvy Hair,None
964,Blue Sky,Human,Chop Stache,Round Glasses,Jacket,Sombrero,None
965,Blue Sky,Alien,Dirty Beard,Round Glasses,Pizza Shirt,Pharaoh Hat,None
966,Desert Night,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Asssasin Cut,None
967,City Rooftop,Human,Brown Beard,Round Glasses,Hoodie,Asssasin Cut,None
968,City Rooftop,Alien,Brown Beard,Normal_Eyes,Pizza Shirt,Curvy Hair,None
969,Blue Buzz,Human,Brown Beard,Laser Eyes,Jacket,Tarboush,Regular Earring
970,Toxic Air,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Hippie,Face Paint
971,City Rooftop,Human,Chop Stache,3D Glasses,Buddhist Robe,Viking Hat,None
972,Blue Sky,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Mushy Hair,None
973,Desert Night,Human,Dirty Beard,Laser Eyes,Jacket,Asssasin Cut,Regular Earring
974,Blue Sky,Alien,Brown Beard,Normal_Eyes,Jacket,Tarboush,None
975,Blue Sky,Human,Black Beard,Normal_Eyes,Jacket,Sombrero,Gold Chain
976,Purple City,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Tarboush,Regular Earring
977,City Rooftop,Human,Brown Beard,Gangsta Shades,Buddhist Robe,Curvy Hair,None
978,City Rooftop,Zombie,Chop Stache,Round Glasses,Pizza Shirt,Hippie,None
979,Blue Buzz,Human,Black Beard,Normal_Eyes,Buddhist Robe,Turban,None
980,Blue Buzz,Alien,Shaolin Stache,Round Glasses,Hoodie,Tarboush,Face Paint
981,Starry Nights,Human,Dirty Beard,Normal_Eyes,Jacket,Curvy Hair,None
982,City Rooftop,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Curvy Hair,None
983,Sahara Desert,Human,Chop Stache,Normal_Eyes,Philosopher's Robe,Hippie,None
984,Starry Nights,Zombie,Dirty Beard,3D Glasses,Hoodie,Turban,None
985,City Rooftop,Human,Chop Stache,Round Glasses,Hoodie,Curvy Hair,Face Paint
986,Starry Nights,Human,Black Beard,Round Glasses,Buddhist Robe,Tarboush,Face Paint
987,Blue Sky,Alien,Chop Stache,3D Glasses,Pizza Shirt,Sensei Hat,None
988,Blue Buzz,Human,Dirty Beard,Gangsta Shades,Assasin's Fit,Asssasin Cut,None
989,City Rooftop,Human,Black Beard,Normal_Eyes,Celestial Fit,Celestial Crown,Regular Earring
990,Starry Nights,Human,Black Beard,Normal_Eyes,Buddhist Robe,Curvy Hair,None
991,Purple City,Zombie,Chop Stache,Round Glasses,Celestial Fit,Tarboush,Face Paint
992,Blue Sky,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Curvy Hair,Gold Chain
993,Beach,Human,Shaolin Stache,Normal_Eyes,Philosopher's Robe,Tarboush,None
994,Blue Buzz,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Viking Hat,Face Paint
995,Sahara Desert,Zombie,Brown Beard,Gangsta Shades,Hoodie,Turban,None
996,Blue Buzz,Zombie,Black Beard,Normal_Eyes,Assasin's Fit,Eagle Feather Hat,None
997,Starry Nights,Human,Chop Stache,Round Glasses,Pizza Shirt,Tarboush,None
998,Starry Nights,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Hippie,Face Paint
999,Greek Symposium,Human,Brown Beard,Normal_Eyes,Hoodie,Viking Hat,None
1000,Purple City,Human,Brown Beard,Round Glasses,Jacket,Hippie,None
1001,Blue Sky,Zombie,Brown Beard,Normal_Eyes,Pizza Shirt,Turban,None
1002,Sahara Desert,Human,Chop Stache,Normal_Eyes,Philosopher's Robe,Hippie,Gold Earring
1003,Blue Buzz,Human,Brown Beard,Round Glasses,Jacket,Viking Hat,None
1004,Purple City,Human,Brown Beard,Normal_Eyes,Assasin's Fit,Mushy Hair,Regular Earring
1005,Purple City,Zombie,Chop Stache,Normal_Eyes,Jacket,Curvy Hair,None
1006,Purple City,Human,Black Beard,Eye Patch,Hoodie,Eagle Feather Hat,Face Paint
1007,Blue Buzz,Human,Black Beard,Eye Patch,Buddhist Robe,Curvy Hair,None
1008,City Rooftop,Human,Shaolin Stache,Normal_Eyes,Philosopher's Robe,Sombrero,None
1009,Purple City,Human,Black Beard,Gangsta Shades,Philosopher's Robe,Curvy Hair,None
1010,Blue Buzz,Zombie,Black Beard,Normal_Eyes,Buddhist Robe,Tarboush,None
1011,City Rooftop,Human,Chop Stache,Normal_Eyes,Philosopher's Robe,Asssasin Cut,Face Paint
1012,Blue Sky,Zombie,Black Beard,Normal_Eyes,Hoodie,Hippie,Face Paint
1013,Mountains,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Tarboush,None
1014,Blue Sky,Human,Black Beard,Normal_Eyes,Hoodie,Mushy Hair,None
1015,Sahara Desert,Human,Shaolin Stache,3D Glasses,Assasin's Fit,Mushy Hair,None
1016,Mountains,Human,Black Beard,Eye Patch,Pizza Shirt,Curvy Hair,None
1017,Sahara Desert,Zombie,Black Beard,Normal_Eyes,Jacket,Hippie,None
1018,Mountains,Human,Black Beard,Gangsta Shades,Hoodie,Curvy Hair,None
1019,Purple City,Human,Dirty Beard,Normal_Eyes,Hoodie,Celestial Crown,Gold Earring
1020,Desert Night,Human,Shaolin Stache,Round Glasses,Celestial Fit,Curvy Hair,None
1021,Blue Sky,Human,Brown Beard,Zombie Eyes,Pizza Shirt,Sheikh Hat,Regular Earring
1022,City Rooftop,Alien,Brown Beard,Normal_Eyes,Buddhist Robe,Mushy Hair,None
1023,Purple City,Human,Shaolin Stache,Normal_Eyes,Buddhist Robe,Tarboush,None
1024,Toxic Air,Human,Brown Beard,Normal_Eyes,Jacket,Hippie,None
1025,Sahara Desert,Human,Black Beard,Normal_Eyes,Pizza Shirt,Hippie,Regular Earring
1026,Blue Sky,Alien,Dirty Beard,Laser Eyes,Jacket,Hippie,Regular Earring
1027,City Rooftop,Human,Brown Beard,Normal_Eyes,Hoodie,Curvy Hair,None
1028,Blue Buzz,Zombie,Dirty Beard,Normal_Eyes,Hoodie,Viking Hat,None
1029,Blue Buzz,Human,Black Beard,Normal_Eyes,Hoodie,Hippie,None
1030,City Rooftop,Human,Chop Stache,Round Glasses,Philosopher's Robe,Sheikh Hat,None
1031,Blue Sky,Alien,Shaolin Stache,Round Glasses,Pizza Shirt,Asssasin Cut,None
1032,Blue Buzz,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Viking Hat,None
1033,Desert Night,Human,Black Beard,3D Glasses,Pizza Shirt,Hippie,None
1034,Purple City,Human,Dirty Beard,Gangsta Shades,Hoodie,Curvy Hair,None
1035,Desert Night,Human,Dirty Beard,Round Glasses,Philosopher's Robe,Tarboush,None
1036,Sahara Desert,Human,Chop Stache,Gangsta Shades,Hoodie,Mushy Hair,None
1037,Blue Sky,Human,Dirty Beard,Zap Shades,Celestial Fit,Sensei Hat,None
1038,Blue Sky,Human,Dirty Beard,Gangsta Shades,Philosopher's Robe,Tarboush,Regular Earring
1039,Blue Sky,Human,Chop Stache,Laser Eyes,Jacket,Mushy Hair,Face Paint
1040,Mountains,Alien,Dirty Beard,Normal_Eyes,Philosopher's Robe,Mushy Hair,Regular Earring
1041,Purple City,Human,Black Beard,Normal_Eyes,Pizza Shirt,Mushy Hair,None
1042,Beach,Human,Brown Beard,Gangsta Shades,Jacket,Mushy Hair,None
1043,Blue Sky,Human,Dirty Beard,Round Glasses,Philosopher's Robe,Hippie,None
1044,Desert Night,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Mushy Hair,None
1045,Purple City,Human,Wizard Beard,Normal_Eyes,Jacket,Mushy Hair,Regular Earring
1046,Purple City,Human,Brown Beard,Zap Shades,Philosopher's Robe,Tarboush,None
1047,Blue Buzz,Zombie,Brown Beard,Normal_Eyes,Hoodie,Sheikh Hat,None
1048,Purple City,Human,Black Beard,Round Glasses,Hoodie,Mushy Hair,Face Paint
1049,Desert Night,Human,Wizard Beard,Normal_Eyes,Philosopher's Robe,Tarboush,Face Paint
1050,Starry Nights,Human,Wizard Beard,Normal_Eyes,Hoodie,Sombrero,Regular Earring
1051,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Native,Hippie,Regular Earring
1052,Blue Sky,Human,Shaolin Stache,Normal_Eyes,Pizza Shirt,Curvy Hair,None
1053,Blue Buzz,Human,Brown Beard,Round Glasses,Hoodie,Hippie,Gold Earring
1054,Toxic Air,Human,Dirty Beard,Round Glasses,Philosopher's Robe,Sombrero,Face Paint
1055,Mountains,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Mushy Hair,Face Paint
1056,Blue Sky,Human,Black Beard,Eye Patch,Philosopher's Robe,Asssasin Cut,None
1057,Beach,Human,Black Beard,Normal_Eyes,Hoodie,Turban,Regular Earring
1058,Sahara Desert,Human,Wizard Beard,Normal_Eyes,Philosopher's Robe,Asssasin Cut,None
1059,Starry Nights,Human,Chop Stache,Round Glasses,Philosopher's Robe,Tarboush,None
1060,Purple City,Zombie,Brown Beard,Normal_Eyes,Pizza Shirt,Sheikh Hat,Face Paint
1061,Blue Buzz,Human,Black Beard,Round Glasses,Hoodie,Tarboush,Face Paint
1062,Blue Buzz,Human,Shaolin Stache,Normal_Eyes,Hoodie,Mushy Hair,None
1063,Purple City,Zombie,Shaolin Stache,Eye Patch,Jacket,Curvy Hair,None
1064,Sahara Desert,Human,Black Beard,Gangsta Shades,Pizza Shirt,Hippie,None
1065,Beach,Human,Brown Beard,Gangsta Shades,Pizza Shirt,Curvy Hair,None
1066,Beach,Human,Dirty Beard,Gangsta Shades,Philosopher's Robe,Curvy Hair,None
1067,Toxic Air,Human,Black Beard,Round Glasses,Jacket,Turban,None
1068,City Rooftop,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Viking Hat,None
1069,Beach,Alien,Black Beard,Gangsta Shades,Philosopher's Robe,Curvy Hair,None
1070,Beach,Zombie,Brown Beard,3D Glasses,Jacket,Hippie,Face Paint
1071,Blue Buzz,Human,Chop Stache,Round Glasses,Jacket,Mushy Hair,None
1072,Mountains,Human,Black Beard,Gangsta Shades,Pizza Shirt,Curvy Hair,Regular Earring
1073,Beach,Human,Brown Beard,Normal_Eyes,Jacket,Turban,None
1074,City Rooftop,Human,Black Beard,Eye Patch,Hoodie,Tarboush,Regular Earring
1075,Blue Buzz,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Sheikh Hat,None
1076,City Rooftop,Human,Brown Beard,Normal_Eyes,Assasin's Fit,Sheikh Hat,None
1077,Toxic Air,Alien,Black Beard,Normal_Eyes,Celestial Fit,Mushy Hair,None
1078,Purple City,Human,Black Beard,Gangsta Shades,Buddhist Robe,Asssasin Cut,None
1079,Blue Sky,Human,Dirty Beard,Gangsta Shades,Assasin's Fit,Tarboush,None
1080,Purple City,Zombie,Shaolin Stache,Normal_Eyes,Buddhist Robe,Hippie,None
1081,Sahara Desert,Human,Chop Stache,Eye Patch,Hoodie,Sombrero,None
1082,Beach,Human,Brown Beard,3D Glasses,Hoodie,Viking Hat,None
1083,Toxic Air,Human,Dirty Beard,Gangsta Shades,Pizza Shirt,Viking Hat,Face Paint
1084,Beach,Human,Chop Stache,Gangsta Shades,Buddhist Robe,Hippie,None
1085,Beach,Human,Dirty Beard,Eye Patch,Philosopher's Robe,Viking Hat,Gold Chain
1086,Sahara Desert,Human,Dirty Beard,Gangsta Shades,Pizza Shirt,Curvy Hair,None
1087,Sahara Desert,Zombie,Brown Beard,Round Glasses,Buddhist Robe,Turban,Face Paint
1088,Blue Sky,Human,Wizard Beard,Normal_Eyes,Buddhist Robe,Asssasin Cut,Face Paint
1089,Desert Night,Zombie,Dirty Beard,Round Glasses,Pizza Shirt,Asssasin Cut,None
1090,Blue Buzz,Zombie,Chop Stache,Normal_Eyes,Pizza Shirt,Mushy Hair,None
1091,Mountains,Human,Dirty Beard,Normal_Eyes,Hoodie,Curvy Hair,Face Paint
1092,City Rooftop,Zombie,Dirty Beard,Eye Patch,Buddhist Robe,Mushy Hair,Face Paint
1093,Purple City,Human,Chop Stache,Normal_Eyes,Jacket,Asssasin Cut,Gold Chain
1094,Sahara Desert,Zombie,Brown Beard,Normal_Eyes,Jacket,Turban,Gold Earring
1095,Blue Buzz,Human,Chop Stache,Gangsta Shades,Hoodie,Mushy Hair,None
1096,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Buddhist Robe,Sheikh Hat,None
1097,Sahara Desert,Human,Wizard Beard,Normal_Eyes,Buddhist Robe,Tarboush,None
1098,Blue Buzz,Zombie,Black Beard,Gangsta Shades,Hoodie,Sombrero,None
1099,Purple City,Zombie,Dirty Beard,Gangsta Shades,Philosopher's Robe,Viking Hat,Regular Earring
1100,Sahara Desert,Human,Shaolin Stache,Normal_Eyes,Philosopher's Robe,Sombrero,Face Paint
1101,Blue Buzz,Alien,Dirty Beard,Zombie Eyes,Pizza Shirt,Tarboush,Face Paint
1102,Beach,Zombie,Black Beard,Normal_Eyes,Hoodie,Turban,None
1103,Purple City,Human,Black Beard,Round Glasses,Philosopher's Robe,Tarboush,None
1104,Beach,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Sombrero,None
1105,City Rooftop,Human,Black Beard,Eye Patch,Jacket,Tarboush,Gold Earring
1106,Starry Nights,Human,Black Beard,Normal_Eyes,Hoodie,Turban,None
1107,Purple City,Human,Black Beard,Normal_Eyes,Buddhist Robe,Sheikh Hat,None
1108,Toxic Air,Human,Dirty Beard,3D Glasses,Jacket,Hippie,Face Paint
1109,Purple City,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Sombrero,Regular Earring
1110,Blue Sky,Human,Brown Beard,Gangsta Shades,Buddhist Robe,Asssasin Cut,None
1111,Blue Buzz,Zombie,Brown Beard,Normal_Eyes,Assasin's Fit,Tarboush,None
1112,Blue Sky,Alien,Black Beard,3D Glasses,Hoodie,Turban,Regular Earring
1113,Sahara Desert,Zombie,Brown Beard,Normal_Eyes,Jacket,Celestial Crown,None
1114,City Rooftop,Human,Chop Stache,Gangsta Shades,Jacket,Tarboush,None
1115,Desert Night,Human,Black Beard,Round Glasses,Hoodie,Tarboush,None
1116,Beach,Alien,Chop Stache,Round Glasses,Pizza Shirt,Hippie,None
1117,City Rooftop,Human,Brown Beard,Round Glasses,Hoodie,Curvy Hair,None
1118,Desert Night,Human,Shaolin Stache,Round Glasses,Jacket,Tarboush,None
1119,City Rooftop,Human,Chop Stache,Round Glasses,Hoodie,Celestial Crown,None
1120,Purple City,Human,Dirty Beard,Snorkeler Kit,Buddhist Robe,Mushy Hair,Regular Earring
1121,Purple City,Human,Dirty Beard,Normal_Eyes,Buddhist Robe,Hippie,None
1122,Blue Buzz,Human,Black Beard,Normal_Eyes,Buddhist Robe,Viking Hat,None
1123,Purple City,Zombie,Wizard Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,Regular Earring
1124,Mountains,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Curvy Hair,Face Paint
1125,City Rooftop,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Eagle Feather Hat,Face Paint
1126,Blue Sky,Alien,Brown Beard,Normal_Eyes,Hoodie,Curvy Hair,Gold Chain
1127,Blue Sky,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Sensei Hat,None
1128,Desert Night,Human,Brown Beard,3D Glasses,Philosopher's Robe,Curvy Hair,Regular Earring
1129,Purple City,Zombie,Brown Beard,Normal_Eyes,Pizza Shirt,Hippie,None
1130,Blue Buzz,Human,Brown Beard,3D Glasses,Celestial Fit,Asssasin Cut,None
1131,Beach,Human,Black Beard,Normal_Eyes,Jacket,Sheikh Hat,None
1132,City Rooftop,Human,Dirty Beard,Eye Patch,Assasin's Fit,Hippie,None
1133,City Rooftop,Human,Black Beard,Normal_Eyes,Pizza Shirt,Hippie,None
1134,Blue Sky,Zombie,Black Beard,3D Glasses,Jacket,Curvy Hair,None
1135,Sahara Desert,Human,Dirty Beard,Normal_Eyes,Hoodie,Turban,None
1136,Toxic Air,Human,Brown Beard,Gangsta Shades,Philosopher's Robe,Celestial Crown,None
1137,City Rooftop,Human,Brown Beard,Normal_Eyes,Assasin's Fit,Curvy Hair,None
1138,Purple City,Human,Black Beard,Snorkeler Kit,Pizza Shirt,Celestial Crown,Face Paint
1139,Starry Nights,Human,Chop Stache,Zap Shades,Pizza Shirt,Hippie,Regular Earring
1140,Blue Buzz,Human,Black Beard,Eye Patch,Assasin's Fit,Sombrero,Face Paint
1141,Purple City,Human,Black Beard,Normal_Eyes,Jacket,Sensei Hat,None
1142,Blue Buzz,Human,Chop Stache,Normal_Eyes,Native,Curvy Hair,None
1143,Blue Buzz,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Sheikh Hat,Face Paint
1144,City Rooftop,Zombie,Chop Stache,Normal_Eyes,Jacket,Asssasin Cut,None
1145,Desert Night,Zombie,Chop Stache,Normal_Eyes,Hoodie,Viking Hat,None
1146,Purple City,Human,Dirty Beard,Normal_Eyes,Celestial Fit,Mushy Hair,Regular Earring
1147,Beach,Zombie,Dirty Beard,Gangsta Shades,Pizza Shirt,Curvy Hair,None
1148,Desert Night,Human,Brown Beard,Normal_Eyes,Hoodie,Curvy Hair,None
1149,City Rooftop,Human,Black Beard,Normal_Eyes,Pizza Shirt,Mushy Hair,Face Paint
1150,Blue Sky,Human,Black Beard,Normal_Eyes,Buddhist Robe,Curvy Hair,Face Paint
1151,Blue Buzz,Human,Brown Beard,3D Glasses,Jacket,Viking Hat,None
1152,Blue Sky,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Hippie,Regular Earring
1153,Greek Symposium,Human,Brown Beard,Gangsta Shades,Assasin's Fit,Asssasin Cut,None
1154,Blue Buzz,Human,Black Beard,Normal_Eyes,Pizza Shirt,Sombrero,None
1155,Starry Nights,Human,Chop Stache,Normal_Eyes,Hoodie,Turban,None
1156,Blue Buzz,Human,Black Beard,Normal_Eyes,Assasin's Fit,Mushy Hair,None
1157,Blue Sky,Zombie,Dirty Beard,Normal_Eyes,Buddhist Robe,Celestial Crown,Gold Earring
1158,Toxic Air,Human,Black Beard,Normal_Eyes,Pizza Shirt,Hippie,None
1159,Blue Buzz,Human,Dirty Beard,Snorkeler Kit,Hoodie,Sensei Hat,None
1160,Starry Nights,Alien,Chop Stache,Round Glasses,Philosopher's Robe,Tarboush,Gold Chain
1161,Beach,Human,Dirty Beard,Normal_Eyes,Buddhist Robe,Celestial Crown,None
1162,Blue Sky,Human,Brown Beard,Gangsta Shades,Hoodie,Tarboush,None
1163,Blue Buzz,Human,Shaolin Stache,Normal_Eyes,Philosopher's Robe,Pharaoh Hat,Face Paint
1164,Beach,Human,Brown Beard,Round Glasses,Hoodie,Tarboush,None
1165,Blue Buzz,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Tarboush,None
1166,Beach,Human,Black Beard,Normal_Eyes,Hoodie,Viking Hat,Face Paint
1167,Beach,Alien,Chop Stache,Normal_Eyes,Buddhist Robe,Curvy Hair,None
1168,Blue Buzz,Human,Black Beard,Gangsta Shades,Pizza Shirt,Celestial Crown,None
1169,Blue Buzz,Human,Chop Stache,Round Glasses,Buddhist Robe,Tarboush,None
1170,Toxic Air,Human,Dirty Beard,Gangsta Shades,Hoodie,Viking Hat,None
1171,Blue Sky,Zombie,Brown Beard,Normal_Eyes,Jacket,Tarboush,None
1172,Purple City,Human,Dirty Beard,Gangsta Shades,Hoodie,Asssasin Cut,None
1173,Blue Sky,Human,Chop Stache,Normal_Eyes,Philosopher's Robe,Curvy Hair,None
1174,Purple City,Human,Chop Stache,Snorkeler Kit,Assasin's Fit,Celestial Crown,None
1175,Toxic Air,Human,Black Beard,Normal_Eyes,Hoodie,Sombrero,None
1176,Purple City,Human,Chop Stache,Round Glasses,Celestial Fit,Tarboush,Regular Earring
1177,Beach,Human,Black Beard,Normal_Eyes,Jacket,Turban,Regular Earring
1178,Blue Sky,Human,Shaolin Stache,Snorkeler Kit,Pizza Shirt,Hippie,None
1179,Toxic Air,Zombie,Chop Stache,Normal_Eyes,Buddhist Robe,Curvy Hair,None
1180,Sahara Desert,Human,Black Beard,Normal_Eyes,Jacket,Curvy Hair,None
1181,Blue Buzz,Human,Chop Stache,Normal_Eyes,Jacket,Tarboush,Regular Earring
1182,Mountains,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Hippie,None
1183,Desert Night,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Mushy Hair,None
1184,City Rooftop,Zombie,Black Beard,Zombie Eyes,Pizza Shirt,Tarboush,None
1185,Purple City,Human,Shaolin Stache,Round Glasses,Hoodie,Sheikh Hat,None
1186,Blue Sky,Human,Chop Stache,Eye Patch,Pizza Shirt,Asssasin Cut,Regular Earring
1187,Blue Buzz,Human,Chop Stache,Round Glasses,Philosopher's Robe,Curvy Hair,Regular Earring
1188,City Rooftop,Zombie,Shaolin Stache,Round Glasses,Pizza Shirt,Tarboush,None
1189,Desert Night,Human,Shaolin Stache,Round Glasses,Buddhist Robe,Mushy Hair,Regular Earring
1190,Purple City,Human,Dirty Beard,Normal_Eyes,Buddhist Robe,Turban,None
1191,Purple City,Zombie,Brown Beard,Normal_Eyes,Jacket,Celestial Crown,Regular Earring
1192,Blue Sky,Human,Brown Beard,Normal_Eyes,Jacket,Curvy Hair,None
1193,Blue Sky,Human,Chop Stache,Normal_Eyes,Celestial Fit,Sombrero,Face Paint
1194,City Rooftop,Zombie,Chop Stache,Gangsta Shades,Pizza Shirt,Viking Hat,Gold Earring
1195,City Rooftop,Human,Chop Stache,Normal_Eyes,Philosopher's Robe,Viking Hat,None
1196,Toxic Air,Human,Brown Beard,Gangsta Shades,Assasin's Fit,Sheikh Hat,None
1197,Sahara Desert,Human,Chop Stache,Gangsta Shades,Buddhist Robe,Mushy Hair,None
1198,Purple City,Human,Wizard Beard,Normal_Eyes,Buddhist Robe,Curvy Hair,Face Paint
1199,City Rooftop,Zombie,Brown Beard,Normal_Eyes,Celestial Fit,Sombrero,None
1200,Purple City,Human,Black Beard,Normal_Eyes,Hoodie,Hippie,None
1201,Blue Sky,Alien,Wizard Beard,Normal_Eyes,Pizza Shirt,Hippie,None
1202,Blue Buzz,Human,Wizard Beard,Zap Shades,Philosopher's Robe,Tarboush,None
1203,Purple City,Human,Black Beard,Normal_Eyes,Jacket,Turban,Gold Earring
1204,City Rooftop,Human,Black Beard,Normal_Eyes,Pizza Shirt,Tarboush,Face Paint
1205,Purple City,Human,Dirty Beard,Normal_Eyes,Philosopher's Robe,Celestial Crown,None
1206,Blue Sky,Human,Black Beard,3D Glasses,Buddhist Robe,Hippie,Face Paint
1207,Purple City,Human,Chop Stache,Round Glasses,Jacket,Tarboush,None
1208,City Rooftop,Human,Dirty Beard,Gangsta Shades,Buddhist Robe,Mushy Hair,None
1209,Blue Buzz,Zombie,Dirty Beard,Gangsta Shades,Jacket,Mushy Hair,None
1210,Sahara Desert,Human,Black Beard,Gangsta Shades,Celestial Fit,Curvy Hair,Face Paint
1211,Toxic Air,Human,Dirty Beard,Round Glasses,Buddhist Robe,Asssasin Cut,None
1212,Beach,Human,Shaolin Stache,Normal_Eyes,Pizza Shirt,Pharaoh Hat,None
1213,Blue Sky,Human,Wizard Beard,Normal_Eyes,Jacket,Asssasin Cut,None
1214,Blue Sky,Human,Brown Beard,Gangsta Shades,Pizza Shirt,Mushy Hair,None
1215,City Rooftop,Human,Chop Stache,Gangsta Shades,Buddhist Robe,Curvy Hair,Gold Chain
