,background,skin,facial hair,eyes,outfit,hats,accessories
911,Sahara Desert,Human,Dirty Beard,Round Glasses,Buddhist Robe,Mushy Hair,Face Paint
912,Sahara Desert,Human,Dirty Beard,Normal_Eyes,Jacket,Sombrero,Gold Earring
913,City Rooftop,Alien,Brown Beard,Eye Patch,Hoodie,Asssasin Cut,None
914,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Hoodie,Tarboush,None
915,Blue Buzz,Human,Dirty Beard,Zombie Eyes,Philosopher's Robe,Curvy Hair,None
916,Blue Buzz,Human,Chop Stache,Normal_Eyes,Assasin's Fit,Asssasin Cut,Regular Earring
917,Purple City,Human,Black Beard,Normal_Eyes,Jacket,Asssasin Cut,None
918,Beach,Human,Dirty Beard,Zombie Eyes,Jacket,Hippie,None
919,City Rooftop,Human,Shaolin Stache,Normal_Eyes,Pizza Shirt,Turban,None
920,Beach,Human,Black Beard,Snorkeler Kit,Roman Soldier Fit,Celestial Crown,None
921,Blue Sky,Human,Chop Stache,Gangsta Shades,Hoodie,Sombrero,None
922,Blue Sky,Human,Brown Beard,Zap Shades,Buddhist Robe,Curvy Hair,Face Paint
923,Blue Buzz,Human,Dirty Beard,Round Glasses,Hoodie,Mushy Hair,Face Paint
924,Purple City,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Sombrero,None
925,Purple City,Human,Dirty Beard,Normal_Eyes,Jacket,Celestial Crown,None
926,Toxic Air,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Sensei Hat,None
927,Blue Sky,Zombie,Black Beard,Eye Patch,Philosopher's Robe,Curvy Hair,None
928,Beach,Human,Chop Stache,Normal_Eyes,Hoodie,Hippie,Gold Earring
929,Toxic Air,Human,Dirty Beard,Normal_Eyes,Jacket,Tarboush,None
930,City Rooftop,Human,Chop Stache,Laser Eyes,Buddhist Robe,Asssasin Cut,None
931,Toxic Air,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Asssasin Cut,Gold Chain
932,Purple City,Human,Shaolin Stache,Normal_Eyes,Hoodie,Hippie,None
933,Mountains,Human,Black Beard,Round Glasses,Buddhist Robe,Tarboush,None
934,Mountains,Human,Brown Beard,Normal_Eyes,Hoodie,Mushy Hair,None
935,Blue Buzz,Zombie,Black Beard,Round Glasses,Buddhist Robe,Mushy Hair,Gold Chain
936,Blue Buzz,Human,Black Beard,Zombie Eyes,Jacket,Mushy Hair,Face Paint
937,Blue Sky,Human,Chop Stache,Normal_Eyes,Native,Curvy Hair,Gold Chain
938,Starry Nights,Human,Dirty Beard,Normal_Eyes,Assasin's Fit,Asssasin Cut,None
939,Toxic Air,Zombie,Dirty Beard,Round Glasses,Pizza Shirt,Sombrero,Gold Earring
940,City Rooftop,Human,Brown Beard,Normal_Eyes,Hoodie,Mushy Hair,Regular Earring
941,Beach,Human,Black Beard,Normal_Eyes,Celestial Fit,Curvy Hair,Face Paint
942,Purple City,Human,Brown Beard,Normal_Eyes,Celestial Fit,Curvy Hair,Gold Chain
943,Blue Sky,Zombie,Brown Beard,Gangsta Shades,Pizza Shirt,Curvy Hair,None
944,Blue Buzz,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Tarboush,None
945,Blue Sky,Human,Black Beard,Gangsta Shades,Jacket,Viking Hat,Face Paint
946,Blue Sky,Zombie,Black Beard,Normal_Eyes,Buddhist Robe,Asssasin Cut,None
947,City Rooftop,Human,Wizard Beard,Gangsta Shades,Philosopher's Robe,Hippie,None
948,Desert Night,Zombie,Dirty Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,None
949,Beach,Human,Brown Beard,Eye Patch,Pizza Shirt,Tarboush,None
950,Purple City,Human,Chop Stache,Normal_Eyes,Philosopher's Robe,Hippie,None
951,Sahara Desert,Human,Dirty Beard,Normal_Eyes,Jacket,Tarboush,None
952,Blue Buzz,Zombie,Dirty Beard,Normal_Eyes,Buddhist Robe,Asssasin Cut,None
953,Desert Night,Alien,Wizard Beard,3D Glasses,Celestial Fit,Turban,Gold Chain
954,Blue Buzz,Human,Black Beard,Snorkeler Kit,Roman Soldier Fit,Mushy Hair,None
955,Sahara Desert,Alien,Shaolin Stache,Eye Patch,Philosopher's Robe,Mushy Hair,None
956,Blue Sky,Human,Shaolin Stache,Zombie Eyes,Jacket,Celestial Crown,None
957,Blue Sky,Human,Black Beard,Eye Patch,Hoodie,Curvy Hair,None
958,City Rooftop,Human,Shaolin Stache,Normal_Eyes,Pizza Shirt,Tarboush,None
959,Desert Night,Human,Dirty Beard,3D Glasses,Celestial Fit,Hippie,None
960,Starry Nights,Human,Chop Stache,Gangsta Shades,Jacket,Celestial Crown,Gold Earring
961,Sahara Desert,Zombie,Chop Stache,Round Glasses,Jacket,Turban,None
962,Purple City,Alien,Chop Stache,Zombie Eyes,Buddhist Robe,Sensei Hat,Face Paint
963,Blue Buzz,Alien,Dirty Beard,Normal_Eyes,Buddhist Robe,Tarboush,Regular Earring
964,Purple City,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Hippie,None
965,Blue Buzz,Zombie,Chop Stache,Normal_Eyes,Buddhist Robe,Tarboush,Regular Earring
966,City Rooftop,Human,Black Beard,3D Glasses,Jacket,Tarboush,None
967,Mountains,Zombie,Black Beard,Snorkeler Kit,Hoodie,Tarboush,None
968,Blue Buzz,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Hippie,None
969,Blue Sky,Human,Dirty Beard,Normal_Eyes,Philosopher's Robe,Tarboush,Regular Earring
970,Purple City,Human,Shaolin Stache,Round Glasses,Buddhist Robe,Tarboush,Face Paint
971,City Rooftop,Alien,Chop Stache,Normal_Eyes,Celestial Fit,Sombrero,None
972,Purple City,Human,Black Beard,Normal_Eyes,Celestial Fit,Asssasin Cut,Face Paint
973,Blue Buzz,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Hippie,None
974,Beach,Human,Chop Stache,3D Glasses,Philosopher's Robe,Tarboush,None
975,Purple City,Human,Dirty Beard,Normal_Eyes,Philosopher's Robe,Hippie,Regular Earring
976,Sahara Desert,Human,Brown Beard,Round Glasses,Jacket,Sombrero,Face Paint
977,Toxic Air,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Sheikh Hat,None
978,Purple City,Zombie,Dirty Beard,Normal_Eyes,Hoodie,Mushy Hair,Regular Earring
979,Blue Sky,Human,Dirty Beard,Eye Patch,Hoodie,Curvy Hair,None
980,Blue Buzz,Human,Dirty Beard,Gangsta Shades,Philosopher's Robe,Turban,None
981,Desert Night,Human,Black Beard,Normal_Eyes,Jacket,Hippie,None
982,Blue Buzz,Human,Black Beard,Normal_Eyes,Pizza Shirt,Asssasin Cut,None
983,Blue Buzz,Human,Black Beard,Round Glasses,Jacket,Viking Hat,None
984,Beach,Zombie,Chop Stache,3D Glasses,Celestial Fit,Sheikh Hat,Face Paint
985,Purple City,Human,Brown Beard,Gangsta Shades,Hoodie,Tarboush,None
986,Blue Buzz,Human,Shaolin Stache,Normal_Eyes,Philosopher's Robe,Celestial Crown,None
987,Blue Buzz,Zombie,Brown Beard,Normal_Eyes,Celestial Fit,Tarboush,None
988,Blue Buzz,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Mushy Hair,None
989,Blue Sky,Human,Black Beard,Laser Eyes,Jacket,Hippie,None
990,City Rooftop,Human,Wizard Beard,Normal_Eyes,Pizza Shirt,Hippie,None
991,City Rooftop,Zombie,Black Beard,Eye Patch,Buddhist Robe,Celestial Crown,None
992,Mountains,Zombie,Black Beard,Normal_Eyes,Jacket,Mushy Hair,Regular Earring
993,Blue Sky,Zombie,Black Beard,Normal_Eyes,Buddhist Robe,Sombrero,None
994,Sahara Desert,Zombie,Chop Stache,Round Glasses,Jacket,Sensei Hat,None
995,Beach,Zombie,Chop Stache,Normal_Eyes,Buddhist Robe,Hippie,None
996,Mountains,Zombie,Dirty Beard,Round Glasses,Assasin's Fit,Sombrero,Face Paint
997,Purple City,Zombie,Shaolin Stache,Normal_Eyes,Celestial Fit,Turban,Regular Earring
998,Blue Buzz,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Mushy Hair,None
999,Starry Nights,Human,Black Beard,Normal_Eyes,Jacket,Mushy Hair,None
1000,Blue Buzz,Human,Chop Stache,Normal_Eyes,Jacket,Sombrero,None
1001,Purple City,Human,Dirty Beard,Round Glasses,Buddhist Robe,Sensei Hat,Regular Earring
1002,Blue Sky,Human,Shaolin Stache,Eye Patch,Jacket,Curvy Hair,Face Paint
1003,Sahara Desert,Human,Black Beard,Gangsta Shades,Pizza Shirt,Asssasin Cut,None
1004,Toxic Air,Alien,Brown Beard,Normal_Eyes,Assasin's Fit,Sheikh Hat,None
1005,Starry Nights,Alien,Chop Stache,Normal_Eyes,Philosopher's Robe,Tarboush,None
1006,City Rooftop,Human,Dirty Beard,Gangsta Shades,Buddhist Robe,Curvy Hair,None
1007,Desert Night,Human,Shaolin Stache,Round Glasses,Philosopher's Robe,Mushy Hair,None
1008,Starry Nights,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Mushy Hair,Regular Earring
1009,Purple City,Human,Wizard Beard,Normal_Eyes,Pizza Shirt,Asssasin Cut,None
1010,Blue Sky,Human,Dirty Beard,Eye Patch,Hoodie,Turban,Face Paint
1011,Toxic Air,Alien,Chop Stache,Gangsta Shades,Hoodie,Hippie,Gold Earring
1012,Purple City,Human,Black Beard,Normal_Eyes,Pizza Shirt,Tarboush,Face Paint
1013,City Rooftop,Human,Wizard Beard,Eye Patch,Assasin's Fit,Sheikh Hat,None
1014,Hallucinations,Human,Dirty Beard,Normal_Eyes,Hoodie,Mushy Hair,Gold Chain
1015,City Rooftop,Human,Brown Beard,Normal_Eyes,Jacket,Curvy Hair,Gold Chain
1016,Blue Buzz,Human,Brown Beard,Round Glasses,Buddhist Robe,Viking Hat,Face Paint
1017,Beach,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Sensei Hat,Gold Chain
1018,Blue Sky,Zombie,Black Beard,Normal_Eyes,Jacket,Tarboush,None
1019,Blue Sky,Human,Black Beard,Round Glasses,Pizza Shirt,Celestial Crown,None
1020,Blue Buzz,Alien,Black Beard,Zombie Eyes,Pizza Shirt,Tarboush,None
1021,Blue Sky,Human,Chop Stache,Normal_Eyes,Celestial Fit,Turban,None
1022,Blue Buzz,Human,Dirty Beard,Gangsta Shades,Hoodie,Sensei Hat,None
1023,Sahara Desert,Human,Brown Beard,Eye Patch,Assasin's Fit,Hippie,None
1024,Blue Sky,Human,Dirty Beard,Normal_Eyes,Hoodie,Turban,Regular Earring
1025,Beach,Zombie,Dirty Beard,Eye Patch,Jacket,Sombrero,None
1026,City Rooftop,Human,Brown Beard,Snorkeler Kit,Buddhist Robe,Tarboush,None
1027,Blue Sky,Human,Chop Stache,Round Glasses,Philosopher's Robe,Tarboush,None
1028,Blue Buzz,Human,Brown Beard,Normal_Eyes,Jacket,Sombrero,None
1029,Purple City,Alien,Dirty Beard,Normal_Eyes,Hoodie,Mushy Hair,Gold Chain
1030,Purple City,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Tarboush,Face Paint
1031,Beach,Human,Wizard Beard,Normal_Eyes,Hoodie,Sombrero,None
1032,Sahara Desert,Alien,Dirty Beard,Normal_Eyes,Pizza Shirt,Tarboush,None
1033,Blue Sky,Human,Black Beard,Gangsta Shades,Assasin's Fit,Tarboush,Face Paint
1034,Blue Buzz,Human,Chop Stache,Normal_Eyes,Celestial Fit,Turban,None
1035,Blue Buzz,Zombie,Brown Beard,Normal_Eyes,Hoodie,Celestial Crown,None
1036,City Rooftop,Zombie,Wizard Beard,Normal_Eyes,Hoodie,Tarboush,Regular Earring
1037,Blue Buzz,Human,Chop Stache,Normal_Eyes,Jacket,Curvy Hair,None
1038,Blue Buzz,Human,Brown Beard,Gangsta Shades,Hoodie,Mushy Hair,None
1039,City Rooftop,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Turban,Face Paint
1040,City Rooftop,Alien,Black Beard,Round Glasses,Jacket,Curvy Hair,Regular Earring
1041,Purple City,Zombie,Chop Stache,Normal_Eyes,Jacket,Curvy Hair,None
1042,Blue Sky,Human,Wizard Beard,Gangsta Shades,Philosopher's Robe,Asssasin Cut,None
1043,Sahara Desert,Alien,Chop Stache,Normal_Eyes,Buddhist Robe,Turban,None
1044,City Rooftop,Human,Wizard Beard,Gangsta Shades,Hoodie,Viking Hat,Face Paint
1045,Toxic Air,Human,Dirty Beard,Normal_Eyes,Buddhist Robe,Sombrero,Gold Chain
1046,City Rooftop,Human,Dirty Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,None
1047,Blue Sky,Human,Brown Beard,Round Glasses,Pizza Shirt,Sensei Hat,Gold Earring
1048,Mountains,Human,Black Beard,Round Glasses,Hoodie,Tarboush,None
1049,City Rooftop,Human,Chop Stache,Gangsta Shades,Buddhist Robe,Hippie,None
1050,Purple City,Human,Chop Stache,Laser Eyes,Buddhist Robe,Curvy Hair,Regular Earring
1051,Desert Night,Human,Brown Beard,Normal_Eyes,Hoodie,Sensei Hat,Regular Earring
1052,Blue Buzz,Human,Shaolin Stache,Normal_Eyes,Philosopher's Robe,Curvy Hair,Gold Chain
1053,Blue Buzz,Alien,Brown Beard,Laser Eyes,Jacket,Hippie,None
1054,Purple City,Zombie,Dirty Beard,Gangsta Shades,Philosopher's Robe,Eagle Feather Hat,None
1055,Blue Sky,Human,Brown Beard,Normal_Eyes,Celestial Fit,Curvy Hair,Face Paint
1056,Blue Sky,Alien,Brown Beard,Round Glasses,Buddhist Robe,Mushy Hair,Face Paint
1057,Blue Buzz,Human,Shaolin Stache,Normal_Eyes,Jacket,Asssasin Cut,Face Paint
1058,Purple City,Human,Wizard Beard,Normal_Eyes,Philosopher's Robe,Turban,None
1059,City Rooftop,Human,Dirty Beard,Laser Eyes,Pizza Shirt,Mushy Hair,None
1060,City Rooftop,Human,Black Beard,Laser Eyes,Pizza Shirt,Hippie,Regular Earring
1061,Sahara Desert,Human,Brown Beard,Normal_Eyes,Roman Soldier Fit,Sheikh Hat,None
1062,City Rooftop,Alien,Dirty Beard,Normal_Eyes,Buddhist Robe,Sheikh Hat,None
1063,City Rooftop,Alien,Wizard Beard,Round Glasses,Hoodie,Sheikh Hat,None
1064,Blue Sky,Human,Brown Beard,Gangsta Shades,Philosopher's Robe,Curvy Hair,None
1065,Blue Buzz,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Viking Hat,None
1066,City Rooftop,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Mushy Hair,None
1067,Sahara Desert,Zombie,Dirty Beard,Gangsta Shades,Buddhist Robe,Curvy Hair,Face Paint
1068,Desert Night,Zombie,Dirty Beard,Gangsta Shades,Hoodie,Tarboush,None
1069,Purple City,Human,Shaolin Stache,Gangsta Shades,Buddhist Robe,Mushy Hair,None
1070,Toxic Air,Alien,Black Beard,Round Glasses,Philosopher's Robe,Tarboush,None
1071,Toxic Air,Human,Black Beard,Zombie Eyes,Celestial Fit,Sensei Hat,None
1072,Mountains,Human,Brown Beard,Gangsta Shades,Celestial Fit,Asssasin Cut,None
1073,Blue Sky,Human,Black Beard,Round Glasses,Jacket,Hippie,None
1074,Blue Buzz,Human,Dirty Beard,Round Glasses,Pizza Shirt,Asssasin Cut,None
1075,Blue Sky,Human,Black Beard,Gangsta Shades,Hoodie,Sensei Hat,Face Paint
1076,Blue Buzz,Human,Wizard Beard,Normal_Eyes,Hoodie,Turban,None
1077,Desert Night,Human,Brown Beard,Normal_Eyes,Jacket,Asssasin Cut,None
1078,Sahara Desert,Human,Black Beard,Normal_Eyes,Buddhist Robe,Hippie,None
1079,City Rooftop,Human,Dirty Beard,Laser Eyes,Philosopher's Robe,Mushy Hair,None
1080,Blue Sky,Human,Brown Beard,Laser Eyes,Pizza Shirt,Turban,None
1081,Blue Buzz,Human,Dirty Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,Gold Earring
1082,Purple City,Human,Black Beard,Zombie Eyes,Pizza Shirt,Hippie,None
1083,Toxic Air,Human,Black Beard,Normal_Eyes,Jacket,Curvy Hair,Face Paint
1084,Beach,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Eagle Feather Hat,None
1085,Beach,Human,Black Beard,Normal_Eyes,Jacket,Hippie,Regular Earring
1086,Desert Night,Human,Shaolin Stache,Normal_Eyes,Pizza Shirt,Asssasin Cut,None
1087,Blue Sky,Human,Dirty Beard,Normal_Eyes,Pizza Shirt,Mushy Hair,None
1088,City Rooftop,Zombie,Dirty Beard,Laser Eyes,Jacket,Sheikh Hat,None
1089,Beach,Zombie,Dirty Beard,Normal_Eyes,Buddhist Robe,Asssasin Cut,None
1090,Hallucinations,Human,Dirty Beard,Normal_Eyes,Jacket,Hippie,None
1091,Desert Night,Human,Dirty Beard,Round Glasses,Buddhist Robe,Curvy Hair,Regular Earring
1092,Desert Night,Human,Black Beard,Round Glasses,Jacket,Tarboush,None
1093,Blue Sky,Zombie,Dirty Beard,Eye Patch,Jacket,Sombrero,None
1094,Beach,Zombie,Chop Stache,Normal_Eyes,Assasin's Fit,Curvy Hair,Regular Earring
1095,Purple City,Alien,Brown Beard,Round Glasses,Hoodie,Mushy Hair,None
1096,Purple City,Human,Chop Stache,Round Glasses,Hoodie,Hippie,None
1097,Blue Sky,Human,Black Beard,Normal_Eyes,Hoodie,Curvy Hair,Gold Chain
1098,Blue Buzz,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Tarboush,None
1099,Toxic Air,Zombie,Brown Beard,Normal_Eyes,Jacket,Sombrero,None
1100,Blue Sky,Human,Brown Beard,Round Glasses,Hoodie,Viking Hat,Regular Earring
1101,Blue Buzz,Zombie,Wizard Beard,Round Glasses,Pizza Shirt,Hippie,Gold Earring
1102,Blue Sky,Human,Black Beard,Normal_Eyes,Hoodie,Turban,Regular Earring
1103,Blue Buzz,Zombie,Shaolin Stache,Normal_Eyes,Jacket,Hippie,Face Paint
1104,Beach,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Sheikh Hat,Regular Earring
1105,Desert Night,Human,Chop Stache,Gangsta Shades,Jacket,Asssasin Cut,Face Paint
1106,Blue Buzz,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Curvy Hair,None
1107,Blue Sky,Human,Black Beard,Normal_Eyes,Hoodie,Curvy Hair,None
1108,Beach,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,None
1109,Blue Buzz,Human,Brown Beard,Normal_Eyes,Jacket,Hippie,None
1110,Blue Buzz,Human,Shaolin Stache,Normal_Eyes,Celestial Fit,Asssasin Cut,Face Paint
1111,City Rooftop,Alien,Dirty Beard,Normal_Eyes,Pizza Shirt,Sombrero,None
1112,Purple City,Human,Shaolin Stache,Eye Patch,Philosopher's Robe,Curvy Hair,None
1113,Purple City,Human,Brown Beard,Round Glasses,Hoodie,Mushy Hair,Gold Earring
1114,Blue Sky,Human,Black Beard,Normal_Eyes,Pizza Shirt,Asssasin Cut,None
1115,Sahara Desert,Human,Chop Stache,Gangsta Shades,Hoodie,Curvy Hair,None
1116,Purple City,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Asssasin Cut,None
1117,Purple City,Human,Black Beard,Normal_Eyes,Pizza Shirt,Curvy Hair,None
1118,Beach,Human,Chop Stache,Round Glasses,Hoodie,Hippie,None
1119,Purple City,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,Face Paint
1120,Starry Nights,Human,Black Beard,Normal_Eyes,Philosopher's Robe,Tarboush,None
1121,Toxic Air,Human,Chop Stache,Gangsta Shades,Hoodie,Mushy Hair,Regular Earring
1122,City Rooftop,Human,Shaolin Stache,Zombie Eyes,Hoodie,Hippie,None
1123,Starry Nights,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Curvy Hair,Face Paint
1124,Blue Sky,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Tarboush,None
1125,Blue Buzz,Human,Shaolin Stache,Round Glasses,Pizza Shirt,Sombrero,None
1126,Starry Nights,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Viking Hat,None
1127,Blue Buzz,Human,Black Beard,Gangsta Shades,Philosopher's Robe,Mushy Hair,None
1128,City Rooftop,Human,Shaolin Stache,Eye Patch,Jacket,Asssasin Cut,None
1129,Sahara Desert,Human,Black Beard,Normal_Eyes,Hoodie,Tarboush,None
1130,Blue Sky,Human,Dirty Beard,Round Glasses,Buddhist Robe,Mushy Hair,Regular Earring
1131,Purple City,Alien,Chop Stache,Normal_Eyes,Philosopher's Robe,Curvy Hair,None
1132,Blue Buzz,Human,Black Beard,Normal_Eyes,Jacket,Curvy Hair,None
1133,Blue Sky,Human,Dirty Beard,Normal_Eyes,Jacket,Turban,Regular Earring
1134,Beach,Human,Brown Beard,Normal_Eyes,Jacket,Sheikh Hat,Regular Earring
1135,Hallucinations,Human,Brown Beard,Normal_Eyes,Assasin's Fit,Mushy Hair,None
1136,City Rooftop,Zombie,Dirty Beard,Round Glasses,Philosopher's Robe,Curvy Hair,None
1137,City Rooftop,Human,Wizard Beard,Normal_Eyes,Hoodie,Hippie,Face Paint
1138,Blue Sky,Zombie,Dirty Beard,Normal_Eyes,Jacket,Mushy Hair,Regular Earring
1139,Sahara Desert,Human,Black Beard,3D Glasses,Celestial Fit,Tarboush,None
1140,Blue Buzz,Alien,Wizard Beard,3D Glasses,Pizza Shirt,Hippie,Face Paint
1141,Purple City,Zombie,Chop Stache,Eye Patch,Jacket,Viking Hat,None
1142,Desert Night,Human,Chop Stache,Zombie Eyes,Philosopher's Robe,Curvy Hair,Face Paint
1143,Starry Nights,Human,Black Beard,Normal_Eyes,Hoodie,Mushy Hair,Gold Chain
1144,Purple City,Human,Wizard Beard,Normal_Eyes,Assasin's Fit,Mushy Hair,Regular Earring
1145,Beach,Human,Brown Beard,Gangsta Shades,Assasin's Fit,Hippie,Regular Earring
1146,City Rooftop,Human,Brown Beard,Normal_Eyes,Jacket,Mushy Hair,None
1147,City Rooftop,Zombie,Brown Beard,Gangsta Shades,Buddhist Robe,Sombrero,Regular Earring
1148,Beach,Human,Chop Stache,Gangsta Shades,Philosopher's Robe,Tarboush,None
1149,City Rooftop,Human,Dirty Beard,Eye Patch,Philosopher's Robe,Hippie,None
1150,Blue Sky,Alien,Black Beard,Round Glasses,Philosopher's Robe,Mushy Hair,None
1151,Blue Buzz,Human,Black Beard,Normal_Eyes,Jacket,Hippie,Face Paint
1152,Purple City,Human,Black Beard,Eye Patch,Pizza Shirt,Curvy Hair,None
1153,Desert Night,Human,Brown Beard,Gangsta Shades,Hoodie,Tarboush,None
1154,Blue Sky,Human,Wizard Beard,Eye Patch,Hoodie,Hippie,None
1155,City Rooftop,Human,Brown Beard,Normal_Eyes,Philosopher's Robe,Curvy Hair,None
1156,City Rooftop,Zombie,Brown Beard,3D Glasses,Jacket,Pharaoh Hat,None
1157,Purple City,Zombie,Black Beard,Normal_Eyes,Philosopher's Robe,Asssasin Cut,Regular Earring
1158,Blue Buzz,Human,Brown Beard,3D Glasses,Pizza Shirt,Viking Hat,None
1159,Blue Buzz,Human,Chop Stache,Normal_Eyes,Celestial Fit,Mushy Hair,None
1160,Beach,Human,Shaolin Stache,Gangsta Shades,Pizza Shirt,Tarboush,None
1161,Blue Sky,Human,Shaolin Stache,3D Glasses,Celestial Fit,Curvy Hair,None
1162,Purple City,Human,Brown Beard,Normal_Eyes,Jacket,Tarboush,Gold Earring
1163,Sahara Desert,Human,Chop Stache,Round Glasses,Pizza Shirt,Curvy Hair,Regular Earring
1164,City Rooftop,Human,Dirty Beard,Round Glasses,Jacket,Mushy Hair,None
1165,Blue Sky,Human,Black Beard,3D Glasses,Jacket,Tarboush,None
1166,City Rooftop,Human,Shaolin Stache,Normal_Eyes,Hoodie,Tarboush,None
1167,Sahara Desert,Human,Chop Stache,Round Glasses,Jacket,Hippie,None
1168,Blue Sky,Human,Black Beard,Gangsta Shades,Hoodie,Hippie,Regular Earring
1169,City Rooftop,Human,Chop Stache,Normal_Eyes,Pizza Shirt,Curvy Hair,None
1170,Purple City,Human,Dirty Beard,Zombie Eyes,Pizza Shirt,Mushy Hair,None
1171,Toxic Air,Human,Dirty Beard,Round Glasses,Philosopher's Robe,Turban,Gold Earring
1172,Beach,Zombie,Black Beard,Normal_Eyes,Jacket,Tarboush,None
1173,Toxic Air,Human,Brown Beard,Normal_Eyes,Hoodie,Sensei Hat,Regular Earring
1174,City Rooftop,Zombie,Black Beard,Zombie Eyes,Pizza Shirt,Mushy Hair,None
1175,Purple City,Human,Black Beard,Round Glasses,Pizza Shirt,Curvy Hair,Regular Earring
1176,Blue Sky,Human,Black Beard,Eye Patch,Buddhist Robe,Tarboush,Gold Chain
1177,Blue Sky,Human,Black Beard,Gangsta Shades,Buddhist Robe,Tarboush,None
1178,Mountains,Human,Black Beard,Normal_Eyes,Buddhist Robe,Curvy Hair,None
1179,Blue Buzz,Human,Brown Beard,Normal_Eyes,Hoodie,Mushy Hair,None
1180,Blue Sky,Human,Brown Beard,Round Glasses,Philosopher's Robe,Asssasin Cut,None
1181,Blue Buzz,Zombie,Dirty Beard,Normal_Eyes,Pizza Shirt,Sheikh Hat,None
1182,Blue Buzz,Human,Brown Beard,Gangsta Shades,Buddhist Robe,Curvy Hair,None
1183,Purple City,Human,Shaolin Stache,Normal_Eyes,Hoodie,Sheikh Hat,None
1184,Blue Sky,Human,Dirty Beard,Gangsta Shades,Hoodie,Tarboush,Regular Earring
1185,Beach,Human,Dirty Beard,Normal_Eyes,Hoodie,Curvy Hair,Face Paint
1186,Purple City,Human,Dirty Beard,Round Glasses,Jacket,Tarboush,None
1187,Purple City,Human,Black Beard,Gangsta Shades,Jacket,Asssasin Cut,Regular Earring
1188,Beach,Human,Brown Beard,Laser Eyes,Hoodie,Curvy Hair,Regular Earring
1189,Beach,Alien,Dirty Beard,Normal_Eyes,Jacket,Hippie,Gold Earring
1190,Purple City,Human,Black Beard,Normal_Eyes,Pizza Shirt,Viking Hat,None
1191,City Rooftop,Human,Brown Beard,Normal_Eyes,Buddhist Robe,Sensei Hat,None
1192,Blue Sky,Zombie,Black Beard,Normal_Eyes,Philosopher's Robe,Mushy Hair,None
1193,Blue Buzz,Human,Brown Beard,Normal_Eyes,Pizza Shirt,Sombrero,Regular Earring
1194,City Rooftop,Human,Shaolin Stache,3D Glasses,Pizza Shirt,Turban,None
1195,Blue Buzz,Zombie,Black Beard,Round Glasses,Assasin's Fit,Mushy Hair,Gold Chain
1196,Beach,Human,Chop Stache,Normal_Eyes,Hoodie,Turban,Regular Earring
1197,City Rooftop,Human,Brown Beard,Snorkeler Kit,Buddhist Robe,Viking Hat,Gold Chain
1198,City Rooftop,Human,Brown Beard,Zombie Eyes,Philosopher's Robe,Mushy Hair,Regular Earring
1199,Starry Nights,Alien,Brown Beard,Normal_Eyes,Hoodie,Asssasin Cut,Regular Earring
1200,Mountains,Human,Chop Stache,Gangsta Shades,Philosopher's Robe,Curvy Hair,None
1201,Blue Sky,Alien,Black Beard,Normal_Eyes,Philosopher's Robe,Tarboush,Face Paint
1202,City Rooftop,Human,Chop Stache,Normal_Eyes,Buddhist Robe,Turban,None
1203,Blue Buzz,Human,Black Beard,3D Glasses,Pizza Shirt,Tarboush,Gold Chain
1204,Purple City,Alien,Brown Beard,Normal_Eyes,Jacket,Mushy Hair,None
1205,Beach,Zombie,Chop Stache,Normal_Eyes,Hoodie,Viking Hat,None
1206,Blue Sky,Human,Black Beard,Normal_Eyes,Buddhist Robe,Hippie,None
1207,Blue Buzz,Human,Chop Stache,Normal_Eyes,Celestial Fit,Tarboush,None
1208,Blue Buzz,Human,Chop Stache,Normal_Eyes,Jacket,Mushy Hair,None
1209,Blue Sky,Human,Brown Beard,Round Glasses,Jacket,Hippie,Regular Earring
